SITE_NO,LOCATION,YEAR,VARIABLE,VALUE,UNIT_UNITE,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,COLOR
NW10UF0002,arctic,2000,PH,6.87,PH UNITS,WEASEL RIVER NEAR THE MOUTH,RIVIÈRE WEASEL PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,66.3736,-65.4811,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
NW10MC0001,mackenzie,2000,TEMPERATURE WATER,3.1666666666666665,DEG C,PEEL RIVER ABOVE FORT MACPHERSON,RIVIÈRE PEEL EN AMONT DE FORT MACPHERSON,RIVER/RIVIÈRE,,,67.2206,-134.9456,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10MC0001,mackenzie,2000,SULPHATE DISSOLVED,34.2,MG/L,PEEL RIVER ABOVE FORT MACPHERSON,RIVIÈRE PEEL EN AMONT DE FORT MACPHERSON,RIVER/RIVIÈRE,,,67.2206,-134.9456,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10MC0001,mackenzie,2000,PHOSPHORUS TOTAL DISSOLVED,0.014750000000000001,MG/L,PEEL RIVER ABOVE FORT MACPHERSON,RIVIÈRE PEEL EN AMONT DE FORT MACPHERSON,RIVER/RIVIÈRE,,,67.2206,-134.9456,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10MC0001,mackenzie,2000,PH,8.011666666666667,PH UNITS,PEEL RIVER ABOVE FORT MACPHERSON,RIVIÈRE PEEL EN AMONT DE FORT MACPHERSON,RIVER/RIVIÈRE,,,67.2206,-134.9456,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
BC08NN0021,columbia,2000,PH,7.8448,PH UNITS,KETTLE RIVER AT CARSON ROAD BRIDGE,RIVIÈRE KETTLE AU PONT CARSON ROAD,RIVER/RIVIÈRE,,,49.0197,-118.4747,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0021/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0021/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NN0021,columbia,2000,PHOSPHORUS TOTAL DISSOLVED,0.01056,MG/L,KETTLE RIVER AT CARSON ROAD BRIDGE,RIVIÈRE KETTLE AU PONT CARSON ROAD,RIVER/RIVIÈRE,,,49.0197,-118.4747,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0021/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0021/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NN0021,columbia,2000,TEMPERATURE WATER,6.541666666666667,DEG C,KETTLE RIVER AT CARSON ROAD BRIDGE,RIVIÈRE KETTLE AU PONT CARSON ROAD,RIVER/RIVIÈRE,,,49.0197,-118.4747,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0021/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0021/Projects/PYLTM/Regions/0?new_lang=fr,red
MA05PF0022,winnipeg,2000,OXYGEN DISSOLVED,10.889090909090909,MG/L,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05PF0022,winnipeg,2000,PH,7.57,PH UNITS,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05PF0022,winnipeg,2000,PHOSPHORUS TOTAL DISSOLVED,0.014166666666666666,MG/L,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05PF0022,winnipeg,2000,SULPHATE DISSOLVED,5.316666666666666,MG/L,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05PF0022,winnipeg,2000,TEMPERATURE WATER,13.447058823529412,DEG C,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
NW10LA0003,mackenzie,2000,TEMPERATURE WATER,3.0,DEG C,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10LA0003,mackenzie,2000,SULPHATE DISSOLVED,32.175,MG/L,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10LA0003,mackenzie,2000,PHOSPHORUS TOTAL DISSOLVED,0.0052,MG/L,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10LA0003,mackenzie,2000,PH,8.1725,PH UNITS,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10KA0001,mackenzie,2000,SULPHATE DISSOLVED,24.2,MG/L,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10TB0002,arctic,2000,TEMPERATURE WATER,1.3,DEG C,THOMSEN RIVER AT GREEN CABINS,RIVIÈRE THOMSEN À GREEN CABINS,RIVER/RIVIÈRE,,,73.2269,-119.5422,NAD83,NT,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,gray
NW10TB0002,arctic,2000,SULPHATE DISSOLVED,9.4,MG/L,THOMSEN RIVER AT GREEN CABINS,RIVIÈRE THOMSEN À GREEN CABINS,RIVER/RIVIÈRE,,,73.2269,-119.5422,NAD83,NT,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,gray
NW10TB0002,arctic,2000,PHOSPHORUS TOTAL DISSOLVED,0.0075,MG/L,THOMSEN RIVER AT GREEN CABINS,RIVIÈRE THOMSEN À GREEN CABINS,RIVER/RIVIÈRE,,,73.2269,-119.5422,NAD83,NT,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,gray
NW10TB0002,arctic,2000,PH,8.003333333333334,PH UNITS,THOMSEN RIVER AT GREEN CABINS,RIVIÈRE THOMSEN À GREEN CABINS,RIVER/RIVIÈRE,,,73.2269,-119.5422,NAD83,NT,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,gray
NW10UF0002,arctic,2000,SULPHATE DISSOLVED,3.4,MG/L,WEASEL RIVER NEAR THE MOUTH,RIVIÈRE WEASEL PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,66.3736,-65.4811,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
BC08NN0011,columbia,2000,TEMPERATURE WATER,5.54,DEG C,KETTLE RIVER AT MIDWAY,RIVIÈRE KETTLE À MIDWAY,RIVER/RIVIÈRE,,,49.0047,-118.7762,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NN0011,columbia,2000,PHOSPHORUS TOTAL DISSOLVED,0.009884615384615384,MG/L,KETTLE RIVER AT MIDWAY,RIVIÈRE KETTLE À MIDWAY,RIVER/RIVIÈRE,,,49.0047,-118.7762,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NN0011,columbia,2000,PH,7.775384615384615,PH UNITS,KETTLE RIVER AT MIDWAY,RIVIÈRE KETTLE À MIDWAY,RIVER/RIVIÈRE,,,49.0047,-118.7762,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NF0001,columbia,2000,TEMPERATURE WATER,3.526315789473684,DEG C,KOOTENAY RIVER AT KOOTENAY CROSSING,RIVIÈRE KOOTENAY À KOOTENAY CROSSING,RIVER/RIVIÈRE,,,50.8856,-116.0431,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10UF0003,arctic,2000,TEMPERATURE WATER,2.4,DEG C,WEASEL RIVER AT SUMMIT LAKE,RIVIÈRE WEASEL AU LAC SUMMIT,RIVER/RIVIÈRE,,,66.6,-65.2297,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
NW10UF0003,arctic,2000,SULPHATE DISSOLVED,2.8,MG/L,WEASEL RIVER AT SUMMIT LAKE,RIVIÈRE WEASEL AU LAC SUMMIT,RIVER/RIVIÈRE,,,66.6,-65.2297,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
NW10UF0003,arctic,2000,PHOSPHORUS TOTAL DISSOLVED,0.01,MG/L,WEASEL RIVER AT SUMMIT LAKE,RIVIÈRE WEASEL AU LAC SUMMIT,RIVER/RIVIÈRE,,,66.6,-65.2297,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
NW10UF0003,arctic,2000,PH,6.74,PH UNITS,WEASEL RIVER AT SUMMIT LAKE,RIVIÈRE WEASEL AU LAC SUMMIT,RIVER/RIVIÈRE,,,66.6,-65.2297,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
BC08NG0009,columbia,2000,PH,8.126923076923077,PH UNITS,KOOTENAY RIVER NEAR FENWICK STATION,RIVIÈRE KOOTENAY PRÈS DE FENWICK STATION,RIVER/RIVIÈRE,,,49.5279,-115.5492,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NG0009,columbia,2000,TEMPERATURE WATER,9.545454545454545,DEG C,KOOTENAY RIVER NEAR FENWICK STATION,RIVIÈRE KOOTENAY PRÈS DE FENWICK STATION,RIVER/RIVIÈRE,,,49.5279,-115.5492,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NH0005,columbia,2000,PH,7.9818181818181815,PH UNITS,KOOTENAY RIVER AT CRESTON,RIVIÈRE KOOTENAY À CRESTON,RIVER/RIVIÈRE,,,49.1169,-116.5794,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NH0005/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NH0005/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NH0005,columbia,2000,TEMPERATURE WATER,8.238095238095237,DEG C,KOOTENAY RIVER AT CRESTON,RIVIÈRE KOOTENAY À CRESTON,RIVER/RIVIÈRE,,,49.1169,-116.5794,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NH0005/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NH0005/Projects/PYLTM/Regions/0?new_lang=fr,red
SA05LC0001,lower_saskatchewan,2000,OXYGEN DISSOLVED,9.152,MG/L,RED DEER RIVER AT ERWOOD,RIVIÈRE RED DEER À ERWOOD,RIVER/RIVIÈRE,,,52.8667,-102.1831,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05LC0001,lower_saskatchewan,2000,PH,8.249166666666666,PH UNITS,RED DEER RIVER AT ERWOOD,RIVIÈRE RED DEER À ERWOOD,RIVER/RIVIÈRE,,,52.8667,-102.1831,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
BC08NA0033,columbia,2000,OXYGEN DISSOLVED,7.0,MG/L,KICKING HORSE RIVER ABOVE FIELD,RIVIÈRE KICKING HORSE EN AMONT DE FIELD,RIVER/RIVIÈRE,,,51.4192,-116.4378,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0?new_lang=fr,red
SA05LC0001,lower_saskatchewan,2000,PHOSPHORUS TOTAL DISSOLVED,0.0155,MG/L,RED DEER RIVER AT ERWOOD,RIVIÈRE RED DEER À ERWOOD,RIVER/RIVIÈRE,,,52.8667,-102.1831,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05LC0001,lower_saskatchewan,2000,TEMPERATURE WATER,10.542857142857143,DEG C,RED DEER RIVER AT ERWOOD,RIVIÈRE RED DEER À ERWOOD,RIVER/RIVIÈRE,,,52.8667,-102.1831,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
YT10MD0001,mackenzie,2000,TEMPERATURE WATER,2.0,DEG C,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,yellow
YT10MD0001,mackenzie,2000,SULPHATE DISSOLVED,58.13333333333333,MG/L,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,yellow
YT10MD0001,mackenzie,2000,PHOSPHORUS TOTAL DISSOLVED,0.004,MG/L,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,yellow
YT10MD0001,mackenzie,2000,PH,8.308,PH UNITS,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,yellow
BC08NK0003,columbia,2000,PH,8.2392,PH UNITS,ELK RIVER AT HWY 93 NEAR ELKO,RIVIÈRE ELK À L'AUTOROUTE 93 PRÈS D'ELKO,RIVER/RIVIÈRE,,,49.1797,-115.167,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0003/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0003/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NK0003,columbia,2000,TEMPERATURE WATER,6.0,DEG C,ELK RIVER AT HWY 93 NEAR ELKO,RIVIÈRE ELK À L'AUTOROUTE 93 PRÈS D'ELKO,RIVER/RIVIÈRE,,,49.1797,-115.167,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0003/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0003/Projects/PYLTM/Regions/0?new_lang=fr,red
YT10AA0001,mackenzie,2000,TEMPERATURE WATER,5.0,DEG C,LIARD RIVER AT UPPER CROSSING,RIVIÈRE LIARD À UPPER CROSSING,RIVER/RIVIÈRE,,,60.0477,-128.9018,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT10AA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT10AA0001/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT10AA0001,mackenzie,2000,SULPHATE DISSOLVED,14.696470588235295,MG/L,LIARD RIVER AT UPPER CROSSING,RIVIÈRE LIARD À UPPER CROSSING,RIVER/RIVIÈRE,,,60.0477,-128.9018,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT10AA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT10AA0001/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT10AA0001,mackenzie,2000,PH,7.969411764705882,PH UNITS,LIARD RIVER AT UPPER CROSSING,RIVIÈRE LIARD À UPPER CROSSING,RIVER/RIVIÈRE,,,60.0477,-128.9018,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT10AA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT10AA0001/Projects/PYLTM/Regions/0?new_lang=fr,yellow
BC08NN0011,columbia,2000,OXYGEN DISSOLVED,10.0,MG/L,KETTLE RIVER AT MIDWAY,RIVIÈRE KETTLE À MIDWAY,RIVER/RIVIÈRE,,,49.0047,-118.7762,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0?new_lang=fr,red
SA05LC0001,lower_saskatchewan,2000,SULPHATE DISSOLVED,76.75,MG/L,RED DEER RIVER AT ERWOOD,RIVIÈRE RED DEER À ERWOOD,RIVER/RIVIÈRE,,,52.8667,-102.1831,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
AL05CK0001,south_saskatchewan,2000,OXYGEN DISSOLVED,9.90764705882353,MG/L,RED DEER RIVER NEAR BLINDLOSS,RIVIÈRE RED DEER PRÈS DE BLINDLOSS,RIVER/RIVIÈRE,,,50.9028,-110.2969,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05CK0001,south_saskatchewan,2000,PH,8.262666666666666,PH UNITS,RED DEER RIVER NEAR BLINDLOSS,RIVIÈRE RED DEER PRÈS DE BLINDLOSS,RIVER/RIVIÈRE,,,50.9028,-110.2969,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05CK0001,south_saskatchewan,2000,PHOSPHORUS TOTAL DISSOLVED,0.007916666666666667,MG/L,RED DEER RIVER NEAR BLINDLOSS,RIVIÈRE RED DEER PRÈS DE BLINDLOSS,RIVER/RIVIÈRE,,,50.9028,-110.2969,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
SA05MD0002,assiniboine,2000,PH,8.04,PH UNITS,ASSINIBOINE RIVER AT HWY 8,RIVIÈRE ASSINIBOINE À L'AUT. 8,RIVER/RIVIÈRE,,,51.5331,-101.8889,NAD27,SK,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05MD0002,assiniboine,2000,PHOSPHORUS TOTAL DISSOLVED,0.09558333333333334,MG/L,ASSINIBOINE RIVER AT HWY 8,RIVIÈRE ASSINIBOINE À L'AUT. 8,RIVER/RIVIÈRE,,,51.5331,-101.8889,NAD27,SK,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05MD0002,assiniboine,2000,SULPHATE DISSOLVED,179.75,MG/L,ASSINIBOINE RIVER AT HWY 8,RIVIÈRE ASSINIBOINE À L'AUT. 8,RIVER/RIVIÈRE,,,51.5331,-101.8889,NAD27,SK,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05MD0002,assiniboine,2000,TEMPERATURE WATER,8.491666666666667,DEG C,ASSINIBOINE RIVER AT HWY 8,RIVIÈRE ASSINIBOINE À L'AUT. 8,RIVER/RIVIÈRE,,,51.5331,-101.8889,NAD27,SK,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,blue
BC08EF0001,pacific_coastal,2000,TEMPERATURE WATER,6.0576923076923075,DEG C,SKEENA RIVER AT USK,RIVIÈRE SKEENA À USK,RIVER/RIVIÈRE,,,54.6344,-128.4092,NAD83,BC,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08EF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08EF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08EF0001,pacific_coastal,2000,SULPHATE DISSOLVED,8.850384615384616,MG/L,SKEENA RIVER AT USK,RIVIÈRE SKEENA À USK,RIVER/RIVIÈRE,,,54.6344,-128.4092,NAD83,BC,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08EF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08EF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08EF0001,pacific_coastal,2000,PH,7.625384615384615,PH UNITS,SKEENA RIVER AT USK,RIVIÈRE SKEENA À USK,RIVER/RIVIÈRE,,,54.6344,-128.4092,NAD83,BC,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08EF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08EF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
